ticker,name,sector,index
INFN,INFINERA CORP,Information Technology,Russell 2000
VIR,VIR BIOTECHNOLOGY INC,Health Care,Russell 2000
MRC,MRC GLOBAL INC,Industrials,Russell 2000
ACCD,ACCOLADE INC,Health Care,Russell 2000
TRNS,TRANSCAT INC,Industrials,Russell 2000
UMH,UMH PROPERTIES INC,Real Estate,Russell 2000
MATV,MATIV HOLDINGS INC,Materials,Russell 2000
DRS,LEONARDO DRS INC,Industrials,Russell 2000
SAH,SONIC AUTOMOTIVE INC CLASS A,Consumer Discretionary,Russell 2000
IMAX,IMAX CORP,Communication,Russell 2000
NHC,NATIONAL HEALTHCARE CORP,Health Care,Russell 2000
ANIP,ANI PHARMACEUTICALS INC,Health Care,Russell 2000
CCRN,CROSS COUNTRY HEALTHCARE INC,Health Care,Russell 2000
PDM,PIEDMONT OFFICE REALTY TRUST REIT,Real Estate,Russell 2000
MCY,MERCURY GENERAL CORP,Financials,Russell 2000
BDN,BRANDYWINE REALTY TRUST REIT,Real Estate,Russell 2000
MEI,METHODE ELECTRONICS INC,Information Technology,Russell 2000
RXST,RXSIGHT INC,Health Care,Russell 2000
ASIX,ADVANSIX INC,Materials,Russell 2000
PRAA,PRA GROUP INC,Financials,Russell 2000
HOUS,ANYWHERE REAL ESTATE INC,Real Estate,Russell 2000
AMPL,AMPLITUDE INC CLASS A,Information Technology,Russell 2000
HCSG,HEALTHCARE SERVICES GROUP INC,Industrials,Russell 2000
MIRM,MIRUM PHARMACEUTICALS INC,Health Care,Russell 2000
PLL,PIEDMONT LITHIUM INC,Materials,Russell 2000
LPRO,OPEN LENDING CORP,Financials,Russell 2000
KROS,KEROS THERAPEUTICS INC,Health Care,Russell 2000
BHLB,BERKSHIRE HILLS BANCORP INC,Financials,Russell 2000
BZH,BEAZER HOMES INC,Consumer Discretionary,Russell 2000
TTGT,TECHTARGET INC,Communication,Russell 2000
BRKL,BROOKLINE BANCORP INC,Financials,Russell 2000
COGT,COGENT BIOSCIENCES INC,Health Care,Russell 2000
SXC,SUNCOKE ENERGY INC,Materials,Russell 2000
ADMA,ADMA BIOLOGICS INC,Health Care,Russell 2000
SIBN,SI BONE INC,Health Care,Russell 2000
MMI,MARCUS & MILLICHAP INC,Real Estate,Russell 2000
INVA,INNOVIVA INC,Health Care,Russell 2000
GOGO,GOGO INC,Communication,Russell 2000
NVTS,NAVITAS SEMICONDUCTOR CORP,Information Technology,Russell 2000
SCS,STEELCASE INC CLASS A,Industrials,Russell 2000
COLL,COLLEGIUM PHARMACEUTICAL INC,Health Care,Russell 2000
TTI,TETRA TECHNOLOGIES INC,Energy,Russell 2000
SAVA,CASSAVA SCIENCES INC,Health Care,Russell 2000
HIMS,HIMS HERS HEALTH INC CLASS A,Health Care,Russell 2000
SCSC,SCANSOURCE INC,Information Technology,Russell 2000
FA,FIRST ADVANTAGE CORP,Industrials,Russell 2000
EB,EVENTBRITE CLASS A INC,Communication,Russell 2000
REPL,REPLIMUNE GROUP INC,Health Care,Russell 2000
BGS,B AND G FOODS INC,Consumer Staples,Russell 2000
SPTN,SPARTANNASH,Consumer Staples,Russell 2000
CLNE,CLEAN ENERGY FUELS CORP,Energy,Russell 2000
NAT,NORDIC AMERICAN TANKERS LTD,Energy,Russell 2000
NSSC,NAPCO SECURITY TECHNOLOGIES INC,Information Technology,Russell 2000
PAX,PATRIA INVESTMENTS LTD CLASS A,Financials,Russell 2000
UTL,UNITIL CORP,Utilities,Russell 2000
ADPT,ADAPTIVE BIOTECHNOLOGIES CORP,Health Care,Russell 2000
AHH,ARMADA HOFFLER PROPERTIES REIT INC,Real Estate,Russell 2000
KOP,KOPPERS HOLDINGS INC,Materials,Russell 2000
CRAI,CRA INTERNATIONAL INC,Industrials,Russell 2000
CNOB,CONNECTONE BANCORP INC,Financials,Russell 2000
AHCO,ADAPTHEALTH CORP,Health Care,Russell 2000
COMM,COMMSCOPE HOLDING INC,Information Technology,Russell 2000
SMP,STANDARD MOTOR PRODUCTS INC,Consumer Discretionary,Russell 2000
KYMR,KYMERA THERAPEUTICS INC,Health Care,Russell 2000
SP,SP PLUS CORP,Industrials,Russell 2000
BIGC,BIGCOMMERCE HOLDINGS INC SERIES,Information Technology,Russell 2000
SRCE,1ST SOURCE CORP,Financials,Russell 2000
LFST,LIFESTANCE HEALTH GROUP INC,Health Care,Russell 2000
HCCI,HERITAGE CRYSTAL INC,Industrials,Russell 2000
RGNX,REGENXBIO INC,Health Care,Russell 2000
BXC,BLUELINX HOLDINGS INC,Industrials,Russell 2000
KREF,KKR REAL ESTATE FINANCE INC TRUST,Financials,Russell 2000
EQRX,EQRX INC,Health Care,Russell 2000
NVRO,NEVRO CORP,Health Care,Russell 2000
DAWN,DAY ONE BIOPHARMACEUTICALS INC,Health Care,Russell 2000
RDUS,SCHNITZER STEEL INDUSTRIES INC CLA,Materials,Russell 2000
POWL,POWELL INDUSTRIES INC,Industrials,Russell 2000
HTLD,HEARTLAND EXPRESS INC,Industrials,Russell 2000
VREX,VAREX IMAGING CORP,Health Care,Russell 2000
LC,LENDINGCLUB CORP,Financials,Russell 2000
BFC,BANK FIRST CORP,Financials,Russell 2000
PTLO,PORTILLO S INC CLASS A,Consumer Discretionary,Russell 2000
DCOM,DIME COMMUNITY BANCSHARES INC,Financials,Russell 2000
LTH,LIFE TIME GROUP HOLDINGS INC,Consumer Discretionary,Russell 2000
RES,RPC INC,Energy,Russell 2000
PRLB,PROTO LABS INC,Industrials,Russell 2000
VRDN,VIRIDIAN THERAPEUTICS ORS INC,Health Care,Russell 2000
CDE,COEUR MINING INC,Materials,Russell 2000
PFC,PREMIER FINANCIAL CORP,Financials,Russell 2000
BANC,BANC OF CALIFORNIA INC,Financials,Russell 2000
TMCI,TREACE MEDICAL CONCEPTS INC,Health Care,Russell 2000
INBX,INHIBRX INC,Health Care,Russell 2000
ETD,ETHAN ALLEN INTERIORS INC,Consumer Discretionary,Russell 2000
DCPH,DECIPHERA PHARMACEUTICALS INC,Health Care,Russell 2000
FIGS,FIGS INC CLASS A,Consumer Discretionary,Russell 2000
GDEN,GOLDEN ENTERTAINMENT INC,Consumer Discretionary,Russell 2000
WTTR,SELECT WATER SOLUTIONS INC CLASS A,Energy,Russell 2000
YEXT,YEXT INC,Information Technology,Russell 2000
CFFN,CAPITOL FEDERAL FINANCIAL INC,Financials,Russell 2000
GES,GUESS INC,Consumer Discretionary,Russell 2000
GRC,GORMAN-RUPP,Industrials,Russell 2000
EAF,GRAFTECH INTERNATIONAL LTD,Industrials,Russell 2000
SBOW,SILVERBOW RESOURCES INC,Energy,Russell 2000
PLOW,DOUGLAS DYNAMICS INC,Industrials,Russell 2000
ALKT,ALKAMI TECHNOLOGY INC,Information Technology,Russell 2000
SILK,SILK ROAD MEDICAL INC,Health Care,Russell 2000
RYI,RYERSON HOLDING CORP,Materials,Russell 2000
DX,DYNEX CAPITAL REIT INC,Financials,Russell 2000
ARCT,ARCTURUS THERAPEUTICS HOLDINGS INC,Health Care,Russell 2000
BKD,BROOKDALE SENIOR LIVING INC,Health Care,Russell 2000
AOSL,ALPHA AND OMEGA SEMICONDUCTOR LTD,Information Technology,Russell 2000
EGBN,EAGLE BANCORP INC,Financials,Russell 2000
STEM,STEM INC,Industrials,Russell 2000
TMP,TOMPKINS FINANCIAL CORP,Financials,Russell 2000
BSIG,BRIGHTSPHERE INVESTMENT GROUP INC,Financials,Russell 2000
USNA,USANA HEALTH SCIENCES INC,Consumer Staples,Russell 2000
EVLV,EVOLV TECHNOLOGIES HOLDINGS INC CL,Information Technology,Russell 2000
REX,REX AMERICAN RESOURCES CORP,Energy,Russell 2000
KE,KIMBALL ELECTRONICS INC,Information Technology,Russell 2000
HZO,MARINEMAX INC,Consumer Discretionary,Russell 2000
BRY,BERRY,Energy,Russell 2000
PNT,POINT BIOPHARMA GLOBAL INC,Health Care,Russell 2000
DDD,3D SYSTEMS CORP,Industrials,Russell 2000
OPK,OPKO HEALTH INC,Health Care,Russell 2000
MPLN,MULTIPLAN CORP CLASS A,Health Care,Russell 2000
BBSI,BARRETT BUSINESS SERVICES INC,Industrials,Russell 2000
CHUY,CHUYS HOLDINGS INC,Consumer Discretionary,Russell 2000
APPS,DIGITAL TURBINE INC,Information Technology,Russell 2000
AMRK,A MARK PRECIOUS METALS INC,Financials,Russell 2000
VERV,VERVE THERAPEUTICS INC,Health Care,Russell 2000
OSBC,OLD SECOND BANCORP INC,Financials,Russell 2000
LMND,LEMONADE INC,Financials,Russell 2000
GMRE,GLOBAL MEDICAL REIT INC,Real Estate,Russell 2000
NRC,NATIONAL RESEARCH CORP,Health Care,Russell 2000
SLP,SIMULATIONS PLUS INC,Health Care,Russell 2000
VTOL,BRISTOW GROUP INC,Energy,Russell 2000
MNTK,MONTAUK RENEWABLES INC,Utilities,Russell 2000
NVAX,NOVAVAX INC,Health Care,Russell 2000
GDYN,GRID DYNAMICS HOLDINGS INC CLASS A,Information Technology,Russell 2000
TELL,TELLURIAN INC,Energy,Russell 2000
TWI,TITAN INTERNATIONAL INC,Industrials,Russell 2000
WWW,WOLVERINE WORLD WIDE INC,Consumer Discretionary,Russell 2000
EHAB,ENHABIT INC,Health Care,Russell 2000
BASE,COUCHBASE INC,Information Technology,Russell 2000
BLX,BANCO LATINOAMERICANO DE COMERCIO,Financials,Russell 2000
CDLX,CARDLYTICS INC,Communication,Russell 2000
UHT,UNIVERSAL HEALTH REALTY INCOME TRU,Real Estate,Russell 2000
KURA,KURA ONCOLOGY INC,Health Care,Russell 2000
MYE,MYERS INDUSTRIES INC,Materials,Russell 2000
CDMO,AVID BIOSERVICES INC,Health Care,Russell 2000
RPAY,REPAY HOLDINGS CORP CLASS A,Financials,Russell 2000
OM,OUTSET MEDICAL INC,Health Care,Russell 2000
GTN,GRAY TELEVISION INC,Communication,Russell 2000
LWLG,LIGHTWAVE LOGIC INC,Information Technology,Russell 2000
ADTN,ADTRAN HOLDINGS INC,Information Technology,Russell 2000
CYRX,CRYOPORT INC,Health Care,Russell 2000
MLAB,MESA LABORATORIES INC,Health Care,Russell 2000
ATEX,ANTERIX INC,Communication,Russell 2000
DFH,DREAM FINDERS HOMES INC CLASS A,Consumer Discretionary,Russell 2000
GDOT,GREEN DOT CORP CLASS A,Financials,Russell 2000
HCAT,HEALTH CATALYST INC,Health Care,Russell 2000
BJRI,BJS RESTAURANTS INC,Consumer Discretionary,Russell 2000
LICY,LI CYCLE HOLDINGS CORP,Industrials,Russell 2000
HCKT,HACKETT GROUP INC,Information Technology,Russell 2000
VSEC,VSE CORP,Industrials,Russell 2000
XMTR,XOMETRY INC CLASS A,Industrials,Russell 2000
CNXN,PC CONNECTION INC,Information Technology,Russell 2000
SPWR,SUNPOWER CORP,Industrials,Russell 2000
BYND,BEYOND MEAT INC,Consumer Staples,Russell 2000
FLGT,FULGENT GENETICS INC,Health Care,Russell 2000
KNTK,KINETIK HOLDINGS INC CLASS A,Energy,Russell 2000
MTTR,MATTERPORT INC CLASS A,Information Technology,Russell 2000
THRY,THRYV HOLDINGS INC,Communication,Russell 2000
LEU,CENTRUS ENERGY CORP CLASS A,Energy,Russell 2000
VTS,VITESSE ENERGY INC,Energy,Russell 2000
IIIN,INSTEEL INDUSTRIES INC,Industrials,Russell 2000
SATS,ECHOSTAR CORP CLASS A,Communication,Russell 2000
CTBI,COMMUNITY TRUST BANCORP INC,Financials,Russell 2000
INN,SUMMIT HOTEL PROPERTIES REIT INC,Real Estate,Russell 2000
TBPH,THERAVANCE BIOPHARMA INC,Health Care,Russell 2000
FNA,PARAGON INC,Health Care,Russell 2000
HFWA,HERITAGE FINANCIAL CORP,Financials,Russell 2000
KELYA,KELLY SERVICES INC CLASS A,Industrials,Russell 2000
SAFE,SAFEHOLD INC,Real Estate,Russell 2000
AORT,ARTIVION INC,Health Care,Russell 2000
ARKO,ARKO,Consumer Discretionary,Russell 2000
PFBC,PREFERRED BANK,Financials,Russell 2000
EDIT,EDITAS MEDICINE INC,Health Care,Russell 2000
EWCZ,EUROPEAN WAX CENTER INC CLASS A,Consumer Discretionary,Russell 2000
GOOD,GLADSTONE COMMERCIAL REIT CORP,Real Estate,Russell 2000
ROVR,ROVER GROUP INC CLASS A,Consumer Discretionary,Russell 2000
WW,WW INTERNATIONAL INC,Consumer Discretionary,Russell 2000
CLW,CLEARWATER PAPER CORP,Materials,Russell 2000
AMBC,AMBAC FINANCIAL GROUP INC,Financials,Russell 2000
OLO,OLO INC CLASS A,Information Technology,Russell 2000
DBI,DESIGNER BRANDS INC CLASS A,Consumer Discretionary,Russell 2000
AMK,ASSETMARK FINANCIAL HOLDINGS INC,Financials,Russell 2000
FMBH,FIRST MID BANCSHARES INC,Financials,Russell 2000
ACEL,ACCEL ENTERTAINMENT INC CLASS A,Consumer Discretionary,Russell 2000
ATRI,ATRION CORP,Health Care,Russell 2000
BY,BYLINE BANCORP INC,Financials,Russell 2000
GNK,GENCO SHIPPING AND TRADING LTD,Industrials,Russell 2000
HAYN,HAYNES INTERNATIONAL INC,Materials,Russell 2000
STGW,STAGWELL INC CLASS A,Communication,Russell 2000
TITN,TITAN MACHINERY INC,Industrials,Russell 2000
NVRI,ENVIRI CORP,Industrials,Russell 2000
EGLE,EAGLE BULK SHIPPING INC,Industrials,Russell 2000
VMEO,VIMEO INC,Communication,Russell 2000
VVI,VIAD CORP,Industrials,Russell 2000
CBL,CBL ASSOCIATES PROPERTIES INC,Real Estate,Russell 2000
IESC,IES INC,Industrials,Russell 2000
KAMN,KAMAN CORP,Industrials,Russell 2000
DHC,DIVERSIFIED HEALTHCARE TRUST,Real Estate,Russell 2000
HTBK,HERITAGE COMMERCE CORP,Financials,Russell 2000
LXU,LSB INDUSTRIES INC,Materials,Russell 2000
CRSR,CORSAIR GAMING INC,Information Technology,Russell 2000
AMTB,AMERANT BANCORP INC CLASS A,Financials,Russell 2000
VERA,VERA THERAPEUTICS INC CLASS A,Health Care,Russell 2000
RAPT,RAPT THERAPEUTICS INC,Health Care,Russell 2000
FCBC,FIRST COMMUNITY BANKSHARES INC,Financials,Russell 2000
ACRE,ARES COMMERCIAL REAL ESTATE REIT C,Financials,Russell 2000
INTA,INTAPP INC,Information Technology,Russell 2000
TGI,TRIUMPH GROUP INC,Industrials,Russell 2000
HOV,HOVNANIAN ENTERPRISES INC CLASS A,Consumer Discretionary,Russell 2000
TTEC,TTEC HOLDINGS INC,Industrials,Russell 2000
SNCY,SUN COUNTRY AIRLINES HOLDINGS INC,Industrials,Russell 2000
SNBR,SLEEP NUMBER CORP,Consumer Discretionary,Russell 2000
TILE,INTERFACE INC,Industrials,Russell 2000
VVX,V2X INC,Industrials,Russell 2000
EBF,ENNIS INC,Industrials,Russell 2000
MBWM,MERCANTILE BANK CORP,Financials,Russell 2000
UVSP,UNIVEST FINANCIAL CORP,Financials,Russell 2000
FPI,FARMLAND PARTNERS INC,Real Estate,Russell 2000
CHS,CHICOS FAS INC,Consumer Discretionary,Russell 2000
IMXI,INTERNATIONAL MONEY EXPRESS INC,Financials,Russell 2000
CRMT,AMERICAS CAR MART INC,Consumer Discretionary,Russell 2000
SKIN,BEAUTY HEALTH COMPANY CLASS A CLAS,Consumer Staples,Russell 2000
PUBM,PUBMATIC INC CLASS A,Communication,Russell 2000
RVLV,REVOLVE GROUP CLASS A INC,Consumer Discretionary,Russell 2000
HIBB,HIBBETT INC,Consumer Discretionary,Russell 2000
WASH,WASHINGTON TRUST BANCORP INC,Financials,Russell 2000
YORW,YORK WATER,Utilities,Russell 2000
HDSN,HUDSON TECHNOLOGIES INC,Industrials,Russell 2000
AVXL,ANAVEX LIFE SCIENCES CORP,Health Care,Russell 2000
MITK,MITEK SYSTEMS INC,Information Technology,Russell 2000
CNDT,CONDUENT INC,Industrials,Russell 2000
RICK,RCI HOSPITALITY HOLDINGS INC,Consumer Discretionary,Russell 2000
OIS,OIL STATES INTERNATIONAL INC,Energy,Russell 2000
CASS,CASS INFORMATION SYSTEMS INC,Financials,Russell 2000
DXPE,DXP ENTERPRISES INC,Industrials,Russell 2000
FG,F&G ANNUITIES AND LIFE INC,Financials,Russell 2000
TRTX,TPG RE FINANCE TRUST INC,Financials,Russell 2000
SWI,SOLARWINDS CORP,Information Technology,Russell 2000
KIDS,ORTHOPEDIATRICS CORP,Health Care,Russell 2000
KNSA,KINIKSA PHARMACEUTICALS LTD CLASS,Health Care,Russell 2000
JRVR,JAMES RIVER GROUP HOLDINGS LTD,Financials,Russell 2000
SWBI,SMITH WESSON BRANDS INC,Consumer Discretionary,Russell 2000
LAND,GLADSTONE LAND REIT CORP,Real Estate,Russell 2000
ACRS,ACLARIS THERAPEUTICS INC,Health Care,Russell 2000
WSR,WHITESTONE REIT,Real Estate,Russell 2000
CCO,CLEAR CHANNEL OUTDOOR HOLDINGS INC,Communication,Russell 2000
AGX,ARGAN INC,Industrials,Russell 2000
PL,PLANET LABS CLASS A,Industrials,Russell 2000
SHYF,SHYFT GROUP INC,Industrials,Russell 2000
CRGY,CRESCENT ENERGY CLASS A,Energy,Russell 2000
CCSI,CONSENSUS CLOUD SOLUTIONS INC,Information Technology,Russell 2000
FCEL,FUELCELL ENERGY INC,Industrials,Russell 2000
NKLA,NIKOLA CORP,Industrials,Russell 2000
BFST,BUSINESS FIRST BANCSHARES INC,Financials,Russell 2000
CLBK,COLUMBIA FINANCIAL INC,Financials,Russell 2000
FUBO,FUBOTV INC,Communication,Russell 2000
WRLD,WORLD ACCEPTANCE CORP,Financials,Russell 2000
SMRT,SMARTRENT INC CLASS A,Information Technology,Russell 2000
NAPA,DUCKHORN PORTFOLIO INC,Consumer Staples,Russell 2000
FOR,FORESTAR GROUP INC,Real Estate,Russell 2000
PKST,PEAKSTONE REALTY TRUST CLASS E,Real Estate,Russell 2000
CEVA,CEVA INC,Information Technology,Russell 2000
ASC,ARDMORE SHIPPING CORP,Energy,Russell 2000
ACCO,ACCO BRANDS CORP,Industrials,Russell 2000
CAC,CAMDEN NATIONAL CORP,Financials,Russell 2000
GLDD,GREAT LAKES DREDGE AND DOCK CORP,Industrials,Russell 2000
TRST,TRUSTCO BANK CORP,Financials,Russell 2000
PETQ,PETIQ INC CLASS A,Health Care,Russell 2000
PRME,PRIME MEDICINE INC,Health Care,Russell 2000
AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,Health Care,Russell 2000
SRI,STONERIDGE INC,Consumer Discretionary,Russell 2000
MTW,MANITOWOC INC,Industrials,Russell 2000
PGC,PEAPACK GLADSTONE FINANCIAL CORP,Financials,Russell 2000
RNA,AVIDITY BIOSCIENCES INC,Health Care,Russell 2000
FDMT,4D MOLECULAR THERAPEUTICS INC,Health Care,Russell 2000
CFB,CROSSFIRST BANKSHARES INC,Financials,Russell 2000
BOOM,DMC GLOBAL INC,Energy,Russell 2000
SRDX,SURMODICS INC,Health Care,Russell 2000
FC,FRANKLIN COVEY,Industrials,Russell 2000
IIIV,I3 VERTICALS INC CLASS A,Financials,Russell 2000
OABI,OMNIAB INC,Health Care,Russell 2000
DMRC,DIGIMARC CORP,Information Technology,Russell 2000
GSBC,GREAT SOUTHERN BANCORP INC,Financials,Russell 2000
ZEUS,OLYMPIC STEEL INC,Materials,Russell 2000
HSII,HEIDRICK AND STRUGGLES INTERNATION,Industrials,Russell 2000
CMRE,COSTAMARE INC,Industrials,Russell 2000
RGP,RESOURCES CONNECTION INC,Industrials,Russell 2000
CDRE,CADRE HOLDINGS INC,Industrials,Russell 2000
DCO,DUCOMMUN INC,Industrials,Russell 2000
BELFB,BEL FUSE INC CLASS B,Information Technology,Russell 2000
DHIL,DIAMOND HILL INVESTMENT GROUP INC,Financials,Russell 2000
BLFS,BIOLIFE SOLUTIONS INC,Health Care,Russell 2000
HSTM,HEALTHSTREAM INC,Health Care,Russell 2000
ALX,ALEXANDERS REIT INC,Real Estate,Russell 2000
SANA,SANA BIOTECHNOLOGY INC,Health Care,Russell 2000
LGFA,LIONS GATE ENTERTAINMENT VOTING CO,Communication,Russell 2000
DENN,DENNYS CORP,Consumer Discretionary,Russell 2000
BALY,BALLY S CORP,Consumer Discretionary,Russell 2000
SPCE,VIRGIN GALACTIC HOLDINGS INC SHS C,Industrials,Russell 2000
CVGW,CALAVO GROWERS INC,Consumer Staples,Russell 2000
NR,NEWPARK RESOURCES INC,Energy,Russell 2000
HAFC,HANMI FINANCIAL CORP,Financials,Russell 2000
QNST,QUINSTREET INC,Communication,Russell 2000
GPRO,GOPRO INC CLASS A,Consumer Discretionary,Russell 2000
IAS,INTEGRAL AD SCIENCE HOLDING CORP,Communication,Russell 2000
HY,HYSTER YALE MATERIALS HANDLING INC,Industrials,Russell 2000
TH,TARGET HOSPITALITY CORP,Consumer Discretionary,Russell 2000
THFF,FIRST FINANCIAL CORPORATION INDIAN,Financials,Russell 2000
CCB,COASTAL FINANCIAL CORP,Financials,Russell 2000
DCGO,DOCGO INC,Health Care,Russell 2000
OFIX,ORTHOFIX MEDICAL INC,Health Care,Russell 2000
BFS,SAUL CENTERS REIT INC,Real Estate,Russell 2000
BBUC,BROOKFIELD BUSINESS CORP CLASS A,Industrials,Russell 2000
MSBI,MIDLAND STATES BANCORP INC,Financials,Russell 2000
OSPN,ONESPAN INC,Information Technology,Russell 2000
ALHC,ALIGNMENT HEALTHCARE INC,Health Care,Russell 2000
INST,INSTRUCTURE HOLDINGS INC,Information Technology,Russell 2000
MBIN,MERCHANTS BANCORP,Financials,Russell 2000
IVR,INVESCO MORTGAGE CAPITAL REIT INC,Financials,Russell 2000
FMNB,FARMERS NATIONAL BANC CORP,Financials,Russell 2000
CLDT,CHATHAM LODGING TRUST REIT,Real Estate,Russell 2000
EGY,VAALCO ENERGY INC,Energy,Russell 2000
HVT,HAVERTY FURNITURE COMPANIES INC,Consumer Discretionary,Russell 2000
CSTL,CASTLE BIOSCIENCES INC,Health Care,Russell 2000
LASR,NLIGHT INC,Information Technology,Russell 2000
KRNY,KEARNY FINANCIAL CORP,Financials,Russell 2000
HBNC,HORIZON BANCORP INC,Financials,Russell 2000
CWCO,CONSOLIDATED WATER LTD,Utilities,Russell 2000
KRUS,KURA SUSHI USA INC,Consumer Discretionary,Russell 2000
CRCT,CRICUT INC CLASS A,Consumer Discretionary,Russell 2000
REVG,REV GROUP INC,Industrials,Russell 2000
XPOF,XPONENTIAL FITNESS INC CLASS A,Consumer Discretionary,Russell 2000
SGHC,SUPER GROUP LTD,Consumer Discretionary,Russell 2000
AGEN,AGENUS INC,Health Care,Russell 2000
CDNA,CAREDX INC,Health Care,Russell 2000
BATRA,ATLANTA BRAVES HOLDINGS INC SERIES,Communication,Russell 2000
XPER,XPERI INC,Information Technology,Russell 2000
AVO,MISSION PRODUCE INC,Consumer Staples,Russell 2000
PX,P10 INC CLASS A,Financials,Russell 2000
PWP,PERELLA WEINBERG PARTNERS CLASS A,Financials,Russell 2000
AMNB,AMERICAN NATIONAL BANKSHARES INC,Financials,Russell 2000
PROK,PROKIDNEY CORP CLASS A,Health Care,Russell 2000
VZIO,VIZIO HOLDING CORP CLASS A,Consumer Discretionary,Russell 2000
ATRO,ASTRONICS CORP,Industrials,Russell 2000
HONE,HARBORONE BANCORP INC,Financials,Russell 2000
PSFE,PAYSAFE LTD,Financials,Russell 2000
TBI,TRUEBLUE INC,Industrials,Russell 2000
NFBK,NORTHFIELD BANCORP INC,Financials,Russell 2000
CLFD,CLEARFIELD INC,Information Technology,Russell 2000
MLNK,MERIDIANLINK INC,Information Technology,Russell 2000
SBGI,SINCLAIR INC CLASS A,Communication,Russell 2000
ALNT,ALLIENT INC,Industrials,Russell 2000
DM,DESKTOP METAL INC CLASS A,Industrials,Russell 2000
CECO,CECO ENVIRONMENTAL CORP,Industrials,Russell 2000
OSUR,ORASURE TECHNOLOGIES INC,Health Care,Russell 2000
CCBG,CAPITAL CITY BANK INC,Financials,Russell 2000
MLR,MILLER INDUSTRIES INC,Industrials,Russell 2000
SD,SANDRIDGE ENERGY INC,Energy,Russell 2000
NRIX,NURIX THERAPEUTICS INC,Health Care,Russell 2000
USLM,UNITED STATES LIME AND MINERALS IN,Materials,Russell 2000
FFIC,FLUSHING FINANCIAL CORP,Financials,Russell 2000
CATC,CAMBRIDGE BANCORP,Financials,Russell 2000
TPB,TURNING POINT BRANDS INC,Consumer Staples,Russell 2000
IRON,DISC MEDICINE INC,Health Care,Russell 2000
RMR,RMR GROUP INC CLASS A,Real Estate,Russell 2000
HA,HAWAIIAN HOLDINGS INC,Industrials,Russell 2000
GIC,GLOBAL INDUSTRIAL,Industrials,Russell 2000
TCMD,TACTILE SYSTEMS TECHNOLOGY INC,Health Care,Russell 2000
LQDT,LIQUIDITY SERVICES INC,Industrials,Russell 2000
TWKS,THOUGHTWORKS HOLDING INC,Information Technology,Russell 2000
FFWM,FIRST FOUNDATION INC,Financials,Russell 2000
CSV,CARRIAGE SERVICES INC,Consumer Discretionary,Russell 2000
MBI,MBIA INC,Financials,Russell 2000
AMPS,ALTUS POWER INC CLASS A,Utilities,Russell 2000
MCB,METROPOLITAN BANK HOLDING CORP,Financials,Russell 2000
CCNE,CNB FINANCIAL CORP,Financials,Russell 2000
NVEC,NVE CORP,Information Technology,Russell 2000
CTO,CTO REALTY GROWTH INC,Real Estate,Russell 2000
WTI,W AND T OFFSHORE INC,Energy,Russell 2000
CPF,CENTRAL PACIFIC FINANCIAL CORP,Financials,Russell 2000
ARTNA,ARTESIAN RESOURCES CORP CLASS A,Utilities,Russell 2000
RUSHB,RUSH ENTERPRISES INC CLASS B,Industrials,Russell 2000
HROW,HARROW HEALTH INC,Health Care,Russell 2000
TK,TEEKAY CORP,Energy,Russell 2000
RBCAA,REPUBLIC BANCORP INC CLASS A,Financials,Russell 2000
UFCS,UNITED FIRE GROUP INC,Financials,Russell 2000
MOV,MOVADO GROUP INC,Consumer Discretionary,Russell 2000
GCI,GANNETT CO INC,Communication,Russell 2000
ASLE,AERSALE CORP,Industrials,Russell 2000
RCEL,AVITA MEDICAL INC,Health Care,Russell 2000
EQBK,EQUITY BANCSHARES INC CLASS A,Financials,Russell 2000
MVIS,MICROVISION INC,Information Technology,Russell 2000
PLPC,PREFORMED LINE PRODUCTS,Industrials,Russell 2000
TIPT,TIPTREE INC,Financials,Russell 2000
VPG,VISHAY PRECISION GROUP INC,Information Technology,Russell 2000
SSP,EW SCRIPPS CLASS A,Communication,Russell 2000
DYN,DYNE THERAPEUTICS INC,Health Care,Russell 2000
WOW,WIDEOPENWEST INC,Communication,Russell 2000
CVLG,COVENANT LOGISTICS GROUP INC CLASS,Industrials,Russell 2000
CENT,CENTRAL GARDEN AND PET,Consumer Staples,Russell 2000
HTBI,HOMETRUST BANCSHARES INC,Financials,Russell 2000
ALEC,ALECTOR INC,Health Care,Russell 2000
MCBS,METROCITY BANKSHARES INC,Financials,Russell 2000
CENX,CENTURY ALUMINUM,Materials,Russell 2000
NEWT,NEWTEKONE INC,Financials,Russell 2000
CTLP,CANTALOUPE INC,Financials,Russell 2000
ARQT,ARCUTIS BIOTHERAPEUTICS INC,Health Care,Russell 2000
IBCP,INDEPENDENT BANK CORP,Financials,Russell 2000
PBI,PITNEY BOWES INC,Industrials,Russell 2000
CYH,COMMUNITY HEALTH SYSTEMS INC,Health Care,Russell 2000
DH,DEFINITIVE HEALTHCARE CORP CLASS A,Health Care,Russell 2000
BHB,BAR HARBOR BANKSHARES,Financials,Russell 2000
AMAL,AMALGAMATED FINANCIAL,Financials,Russell 2000
BVH,BLUEGREEN VACATIONS HOLDING CORP C,Consumer Discretionary,Russell 2000
NPK,NATIONAL PRESTO INDUSTRIES INC,Industrials,Russell 2000
SMBC,SOUTHERN MISSOURI BANCORP INC,Financials,Russell 2000
EOLS,EVOLUS INC,Health Care,Russell 2000
